Date,Mode,Category,Note,Amount,Income/Expense,Currency,year,month,Transaction_id
02-06-2017,Saving Bank account 1,Groceries,flour mill,141,Expense,INR,2017,June,TXN1142
02-06-2017,Saving Bank account 1,Groceries,snacks,20,Expense,INR,2017,June,TXN1143
03-06-2017,Saving Bank account 1,Communication,Edtech Course,2700.1,Expense,INR,2017,June,TXN1144
03-06-2017,Saving Bank account 1,Groceries,Lunch,242.95,Expense,INR,2017,June,TXN1145
03-06-2017,Saving Bank account 1,Utilities,Kirana,267,Expense,INR,2017,June,TXN1146
03-06-2017,Saving Bank account 1,Groceries,beverage,20,Expense,INR,2017,June,TXN1147
04-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1148
04-06-2017,Saving Bank account 1,Groceries,vegetables,25,Expense,INR,2017,June,TXN1149
05-06-2017,Saving Bank account 1,Healthcare,Pocket money,2500,Expense,INR,2017,June,TXN1150
05-06-2017,Saving Bank account 1,Healthcare,Medicine,190,Expense,INR,2017,June,TXN1151
05-06-2017,Cash,Healthcare,Medicine,18,Expense,INR,2017,June,TXN1152
05-06-2017,Cash,Groceries,chocolate,20,Expense,INR,2017,June,TXN1153
05-06-2017,Cash,Groceries,Dinner,180,Expense,INR,2017,June,TXN1154
06-06-2017,Cash,Education,Stationary,3,Expense,INR,2017,June,TXN1155
06-06-2017,Cash,Groceries,snacks,40,Expense,INR,2017,June,TXN1156
06-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1157
07-06-2017,Cash,Utilities,Kitchen,26,Expense,INR,2017,June,TXN1158
08-06-2017,Saving Bank account 1,Groceries,Eggs,35,Expense,INR,2017,June,TXN1159
08-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1160
08-06-2017,Saving Bank account 1,Groceries,breakfast,35,Expense,INR,2017,June,TXN1161
08-06-2017,Cash,Discretionary,Movie,760,Expense,INR,2017,June,TXN1162
08-06-2017,Cash,Transportation,auto,30,Expense,INR,2017,June,TXN1163
08-06-2017,Cash,Transportation,auto,30,Expense,INR,2017,June,TXN1164
10-06-2017,Saving Bank account 1,Healthcare,Medicine,386,Expense,INR,2017,June,TXN1165
10-06-2017,Saving Bank account 1,Transportation,train,501,Expense,INR,2017,June,TXN1166
10-06-2017,Saving Bank account 1,Communication,Newspaper,170,Expense,INR,2017,June,TXN1167
11-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1168
11-06-2017,Saving Bank account 1,Discretionary,grooming,100,Expense,INR,2017,June,TXN1169
13-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1170
15-06-2017,Saving Bank account 1,Education,Stationary,29,Expense,INR,2017,June,TXN1171
15-06-2017,Saving Bank account 1,Miscellaneous,No notes available!,50,Expense,INR,2017,June,TXN1172
16-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1173
16-06-2017,Saving Bank account 1,Miscellaneous,No notes available!,137,Expense,INR,2017,June,TXN1174
17-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1175
18-06-2017,Cash,Transportation,Bus,15,Expense,INR,2017,June,TXN1176
18-06-2017,Cash,Transportation,Bus,12,Expense,INR,2017,June,TXN1177
19-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1178
19-06-2017,Saving Bank account 1,Groceries,breakfast,18,Expense,INR,2017,June,TXN1179
19-06-2017,Saving Bank account 1,Groceries,Grocery,80,Expense,INR,2017,June,TXN1180
19-06-2017,Cash,Groceries,flour mill,141,Expense,INR,2017,June,TXN1181
19-06-2017,Saving Bank account 1,Groceries,Grocery,60,Expense,INR,2017,June,TXN1182
20-06-2017,Saving Bank account 1,Miscellaneous,No notes available!,250,Expense,INR,2017,June,TXN1183
22-06-2017,Cash,Transportation,train,20,Expense,INR,2017,June,TXN1184
22-06-2017,Saving Bank account 1,Groceries,Eating out,261,Expense,INR,2017,June,TXN1185
22-06-2017,Saving Bank account 1,Miscellaneous,No notes available!,1595,Expense,INR,2017,June,TXN1186
22-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1187
22-06-2017,Cash,Transportation,auto,30,Expense,INR,2017,June,TXN1188
23-06-2017,Saving Bank account 1,Miscellaneous,No notes available!,590,Expense,INR,2017,June,TXN1189
23-06-2017,Saving Bank account 1,Groceries,Grocery,35,Expense,INR,2017,June,TXN1190
24-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1191
25-06-2017,Cash,Transportation,Train,10,Expense,INR,2017,June,TXN1192
26-06-2017,Saving Bank account 1,Groceries,Grocery,20,Expense,INR,2017,June,TXN1193
26-06-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,June,TXN1194
26-06-2017,Saving Bank account 1,Groceries,snacks,24,Expense,INR,2017,June,TXN1195
27-06-2017,Cash,Healthcare,Medicine,12,Expense,INR,2017,June,TXN1196
28-06-2017,Cash,Transportation,Train,30,Expense,INR,2017,June,TXN1197
28-06-2017,Cash,Transportation,auto,30,Expense,INR,2017,June,TXN1198
28-06-2017,Cash,Utilities,No notes available!,2000,Expense,INR,2017,June,TXN1199
28-06-2017,Saving Bank account 1,Groceries,Grocery,15,Expense,INR,2017,June,TXN1200
28-06-2017,Saving Bank account 1,Groceries,Lunch,186.5,Expense,INR,2017,June,TXN1201
28-06-2017,Saving Bank account 1,Healthcare,Pocket money,1500,Expense,INR,2017,June,TXN1202
29-06-2017,Cash,Transportation,auto,50,Expense,INR,2017,June,TXN1203
29-06-2017,Saving Bank account 1,Discretionary,grooming,60,Expense,INR,2017,June,TXN1204
30-06-2017,Saving Bank account 1,Salary,No notes available!,56957,Income,INR,2017,June,TXN1205
30-06-2017,Saving Bank account 1,Interest,No notes available!,870,Income,INR,2017,June,TXN1206
30-06-2017,Saving Bank account 1,Miscellaneous,No notes available!,4800,Expense,INR,2017,June,TXN1207
01-07-2017,Saving Bank account 1,Miscellaneous,Home,10000,Expense,INR,2017,July,TXN1208
01-07-2017,Saving Bank account 1,Transportation,Travels,1711,Expense,INR,2017,July,TXN1209
02-07-2017,Saving Bank account 1,Groceries,Ice cream,140,Expense,INR,2017,July,TXN1210
03-07-2017,Saving Bank account 1,Miscellaneous,No notes available!,5,Expense,INR,2017,July,TXN1211
03-07-2017,Saving Bank account 1,Communication,Newspaper,170,Expense,INR,2017,July,TXN1212
04-07-2017,Saving Bank account 1,Groceries,Bread,35,Expense,INR,2017,July,TXN1213
04-07-2017,Saving Bank account 1,Transportation,auto,60,Expense,INR,2017,July,TXN1214
04-07-2017,Saving Bank account 1,Communication,Edtech Course,2700,Expense,INR,2017,July,TXN1215
04-07-2017,Saving Bank account 1,Groceries,Grocery,25,Expense,INR,2017,July,TXN1216
04-07-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,July,TXN1217
05-07-2017,Saving Bank account 1,Groceries,Lunch,45,Expense,INR,2017,July,TXN1218
05-07-2017,Saving Bank account 1,Groceries,Dinner,180,Expense,INR,2017,July,TXN1219
05-07-2017,Saving Bank account 1,Groceries,Grocery,100,Expense,INR,2017,July,TXN1220
05-07-2017,Saving Bank account 1,Groceries,Dinner,115,Expense,INR,2017,July,TXN1221
08-07-2017,Saving Bank account 1,Groceries,Grocery,30,Expense,INR,2017,July,TXN1222
08-07-2017,Saving Bank account 1,Groceries,Eggs,26,Expense,INR,2017,July,TXN1223
08-07-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,July,TXN1224
09-07-2017,Credit Card,Utilities,Kirana,2923,Expense,INR,2017,July,TXN1225
09-07-2017,Saving Bank account 1,Groceries,beverage,20,Expense,INR,2017,July,TXN1226
09-07-2017,Saving Bank account 1,Transportation,Train,80,Expense,INR,2017,July,TXN1227
09-07-2017,Saving Bank account 1,Transportation,Bus,12,Expense,INR,2017,July,TXN1228
09-07-2017,Saving Bank account 1,Transportation,auto,30,Expense,INR,2017,July,TXN1229
09-07-2017,Saving Bank account 1,Groceries,snacks,20,Expense,INR,2017,July,TXN1230
10-07-2017,Saving Bank account 1,Groceries,Rajgira ladu,50,Expense,INR,2017,July,TXN1231
11-07-2017,Saving Bank account 1,Miscellaneous,No notes available!,20000,Income,INR,2017,July,TXN1232
11-07-2017,Saving Bank account 1,Healthcare,Pocket money,5000,Expense,INR,2017,July,TXN1233
11-07-2017,Saving Bank account 1,Education,Stationary,10,Expense,INR,2017,July,TXN1234
11-07-2017,Saving Bank account 1,Groceries,Ice cream,15,Expense,INR,2017,July,TXN1235
11-07-2017,Cash,Healthcare,Pocket money,1500,Expense,INR,2017,July,TXN1236
12-07-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,July,TXN1237
12-07-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,July,TXN1238
12-07-2017,Saving Bank account 1,Miscellaneous,No notes available!,500,Expense,INR,2017,July,TXN1239
14-07-2017,Saving Bank account 1,Groceries,Ice cream,15,Expense,INR,2017,July,TXN1240
15-07-2017,Saving Bank account 1,Groceries,snacks,25,Expense,INR,2017,July,TXN1241
15-07-2017,Saving Bank account 1,Groceries,Milk,32,Expense,INR,2017,July,TXN1242
17-07-2017,Saving Bank account 1,Transportation,Train,40,Expense,INR,2017,July,TXN1243
17-07-2017,Credit Card,Groceries,Lunch,540,Expense,INR,2017,July,TXN1244
17-07-2017,Saving Bank account 1,Groceries,beverage,60,Expense,INR,2017,July,TXN1245
17-07-2017,Saving Bank account 1,Discretionary,Laundry,63,Expense,INR,2017,July,TXN1246
17-07-2017,Cash,Transportation,auto,30,Expense,INR,2017,July,TXN1247
18-07-2017,Saving Bank account 1,Groceries,beverage,20,Expense,INR,2017,July,TXN1248
18-07-2017,Saving Bank account 1,Groceries,Water,70,Expense,INR,2017,July,TXN1249
18-07-2017,Cash,Groceries,flour mill,43,Expense,INR,2017,July,TXN1250
18-07-2017,Saving Bank account 1,Utilities,Hardware,540,Expense,INR,2017,July,TXN1251
18-07-2017,Saving Bank account 1,Utilities,Hardware,240,Expense,INR,2017,July,TXN1252
18-07-2017,Cash,Miscellaneous,No notes available!,25,Income,INR,2017,July,TXN1253
18-07-2017,Cash,Groceries,Grocery,55,Expense,INR,2017,July,TXN1254
18-07-2017,Saving Bank account 1,Groceries,Grocery,35,Expense,INR,2017,July,TXN1255
19-07-2017,Saving Bank account 1,Groceries,Milk,32,Expense,INR,2017,July,TXN1256
19-07-2017,Saving Bank account 1,Groceries,Eggs,22,Expense,INR,2017,July,TXN1257
20-07-2017,Saving Bank account 1,Groceries,Grocery,88,Expense,INR,2017,July,TXN1258
20-07-2017,Cash,Groceries,snacks,50,Expense,INR,2017,July,TXN1259
20-07-2017,Saving Bank account 1,Groceries,Milk,32,Expense,INR,2017,July,TXN1260
20-07-2017,Credit Card,Communication,Mobile Service Provider,2545,Expense,INR,2017,July,TXN1261
21-07-2017,Saving Bank account 1,Miscellaneous,No notes available!,1000,Expense,INR,2017,July,TXN1262
21-07-2017,Saving Bank account 1,Groceries,Milk,33,Expense,INR,2017,July,TXN1263
22-07-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,July,TXN1264
23-07-2017,Saving Bank account 1,Groceries,Grocery,52,Expense,INR,2017,July,TXN1265
23-07-2017,Saving Bank account 1,Utilities,Appliances,2065,Expense,INR,2017,July,TXN1266
23-07-2017,Cash,Utilities,Appliances,200,Expense,INR,2017,July,TXN1267
24-07-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,July,TXN1268
24-07-2017,Saving Bank account 1,Groceries,Eggs,22,Expense,INR,2017,July,TXN1269
24-07-2017,Credit Card,Groceries,snacks,248,Expense,INR,2017,July,TXN1270
25-07-2017,Saving Bank account 1,Discretionary,Trip,20000,Expense,INR,2017,July,TXN1271
26-07-2017,Saving Bank account 1,Miscellaneous,No notes available!,19350,Income,INR,2017,July,TXN1272
27-07-2017,Credit Card,Groceries,Lunch,203,Expense,INR,2017,July,TXN1273
27-07-2017,Credit Card,Groceries,Dinner,215,Expense,INR,2017,July,TXN1274
27-07-2017,Recurring Deposit,Fixed Deposit,No notes available!,40326,Income,INR,2017,July,TXN1275
27-07-2017,Cash,Utilities,Appliances,200,Expense,INR,2017,July,TXN1276
27-07-2017,Recurring Deposit,Fixed Deposit,No notes available!,40326,Income,INR,2017,July,TXN1277
28-07-2017,Cash,Transportation,auto,30,Expense,INR,2017,July,TXN1278
28-07-2017,Credit Card,Healthcare,Medicine,167,Expense,INR,2017,July,TXN1279
28-07-2017,Cash,Transportation,auto,30,Expense,INR,2017,July,TXN1280
28-07-2017,Cash,Transportation,Train,20,Expense,INR,2017,July,TXN1281
28-07-2017,Credit Card,Healthcare,Hospital,3050,Expense,INR,2017,July,TXN1282
29-07-2017,Saving Bank account 1,Transportation,auto,97,Expense,INR,2017,July,TXN1283
29-07-2017,Credit Card,Healthcare,Medicine,556,Expense,INR,2017,July,TXN1284
29-07-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,July,TXN1285
30-07-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,July,TXN1286
30-07-2017,Saving Bank account 1,Salary,No notes available!,61578,Income,INR,2017,July,TXN1287
30-07-2017,Cash,Transportation,Train,20,Expense,INR,2017,July,TXN1288
30-07-2017,Cash,Groceries,snacks,100,Expense,INR,2017,July,TXN1289
30-07-2017,Saving Bank account 1,Utilities,Appliances,3000,Expense,INR,2017,July,TXN1290
30-07-2017,Cash,Utilities,Appliances,1000,Expense,INR,2017,July,TXN1291
30-07-2017,Saving Bank account 1,Transportation,Travels,895,Expense,INR,2017,July,TXN1292
30-07-2017,Cash,Groceries,Grocery,20,Expense,INR,2017,July,TXN1293
31-07-2017,Saving Bank account 1,Groceries,Dinner,100,Expense,INR,2017,July,TXN1294
31-07-2017,Saving Bank account 1,Groceries,Eggs,22,Expense,INR,2017,July,TXN1295
31-07-2017,Cash,Transportation,auto,65,Expense,INR,2017,July,TXN1296
01-08-2017,Saving Bank account 1,Miscellaneous,Home,10000,Expense,INR,2017,August,TXN1297
01-08-2017,Cash,Healthcare,Medicine,10,Expense,INR,2017,August,TXN1298
01-08-2017,Saving Bank account 1,Discretionary,Clothing,399,Expense,INR,2017,August,TXN1299
02-08-2017,Saving Bank account 1,Groceries,Milk,66,Expense,INR,2017,August,TXN1300
02-08-2017,Saving Bank account 1,Communication,Edtech Course,2700,Expense,INR,2017,August,TXN1301
02-08-2017,Saving Bank account 1,Groceries,snacks,14,Expense,INR,2017,August,TXN1302
03-08-2017,Saving Bank account 1,Communication,Newspaper,170,Expense,INR,2017,August,TXN1303
04-08-2017,Saving Bank account 1,Groceries,Milk,68,Expense,INR,2017,August,TXN1304
04-08-2017,Saving Bank account 1,Communication,Mobile Service Provider,2999,Expense,INR,2017,August,TXN1305
04-08-2017,Saving Bank account 1,Miscellaneous,No notes available!,11,Income,INR,2017,August,TXN1306
05-08-2017,Credit Card,Miscellaneous,No notes available!,1145,Expense,INR,2017,August,TXN1307
05-08-2017,Credit Card,Miscellaneous,No notes available!,909,Expense,INR,2017,August,TXN1308
05-08-2017,Credit Card,Discretionary,Clothing,989,Expense,INR,2017,August,TXN1309
05-08-2017,Cash,Healthcare,Pocket money,100,Expense,INR,2017,August,TXN1310
05-08-2017,Saving Bank account 1,Healthcare,Hospital,6190,Expense,INR,2017,August,TXN1311
05-08-2017,Saving Bank account 1,Healthcare,Medicine,27,Expense,INR,2017,August,TXN1312
06-08-2017,Saving Bank account 1,Groceries,Lunch,25,Expense,INR,2017,August,TXN1313
06-08-2017,Saving Bank account 1,Groceries,breakfast,5,Expense,INR,2017,August,TXN1314
06-08-2017,Cash,Utilities,Kirana,302,Expense,INR,2017,August,TXN1315
06-08-2017,Saving Bank account 1,Communication,Newspaper,170,Expense,INR,2017,August,TXN1316
06-08-2017,Cash,Healthcare,Medicine,22,Expense,INR,2017,August,TXN1317
06-08-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,August,TXN1318
07-08-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,August,TXN1319
07-08-2017,Saving Bank account 1,Groceries,Milk,33,Expense,INR,2017,August,TXN1320
07-08-2017,Saving Bank account 1,Healthcare,Pocket money,5000,Expense,INR,2017,August,TXN1321
08-08-2017,Saving Bank account 1,Groceries,Milk,66,Expense,INR,2017,August,TXN1322
08-08-2017,Saving Bank account 1,Discretionary,Trip,43000,Expense,INR,2017,August,TXN1323
09-08-2017,Saving Bank account 1,Healthcare,Medicine,125,Expense,INR,2017,August,TXN1324
09-08-2017,Saving Bank account 1,Utilities,Toiletries,218,Expense,INR,2017,August,TXN1325
09-08-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,August,TXN1326
10-08-2017,Saving Bank account 1,Utilities,Kirana,76,Expense,INR,2017,August,TXN1327
10-08-2017,Saving Bank account 1,Miscellaneous,No notes available!,3,Income,INR,2017,August,TXN1328
10-08-2017,Saving Bank account 1,Groceries,Milk,66,Expense,INR,2017,August,TXN1329
11-08-2017,Cash,Transportation,Bus,330,Expense,INR,2017,August,TXN1330
11-08-2017,Cash,Miscellaneous,No notes available!,500,Expense,INR,2017,August,TXN1331
11-08-2017,Cash,Transportation,auto,60,Expense,INR,2017,August,TXN1332
11-08-2017,Cash,Transportation,auto,100,Expense,INR,2017,August,TXN1333
11-08-2017,Cash,Transportation,Bus,470,Expense,INR,2017,August,TXN1334
12-08-2017,Saving Bank account 1,Transportation,Travels,1665,Expense,INR,2017,August,TXN1335
12-08-2017,Cash,Discretionary,Navratri,800,Expense,INR,2017,August,TXN1336
14-08-2017,Credit Card,Utilities,Kirana,112,Expense,INR,2017,August,TXN1337
14-08-2017,Credit Card,Utilities,Appliances,320,Expense,INR,2017,August,TXN1338
15-08-2017,Saving Bank account 1,Groceries,Milk,99,Expense,INR,2017,August,TXN1339
15-08-2017,Credit Card,Utilities,Appliances,1400,Expense,INR,2017,August,TXN1340
17-08-2017,Cash,Groceries,snacks,45,Expense,INR,2017,August,TXN1341
17-08-2017,Cash,Utilities,Kirana,88,Expense,INR,2017,August,TXN1342
17-08-2017,Cash,Utilities,No notes available!,1020,Expense,INR,2017,August,TXN1343
18-08-2017,Cash,Healthcare,Pocket money,100,Expense,INR,2017,August,TXN1344
19-08-2017,Cash,Utilities,Kirana,20,Expense,INR,2017,August,TXN1345
19-08-2017,Cash,Utilities,Appliances,60,Expense,INR,2017,August,TXN1346
19-08-2017,Saving Bank account 1,Communication,Tata Sky,217,Expense,INR,2017,August,TXN1347
19-08-2017,Cash,Utilities,Kirana,45,Expense,INR,2017,August,TXN1348
20-08-2017,Cash,Transportation,auto,60,Expense,INR,2017,August,TXN1349
20-08-2017,Credit Card,Groceries,Ice cream,166,Expense,INR,2017,August,TXN1350
20-08-2017,Credit Card,Groceries,Lunch,504,Expense,INR,2017,August,TXN1351
20-08-2017,Saving Bank account 1,Transportation,Taxi,361,Expense,INR,2017,August,TXN1352
20-08-2017,Credit Card,Utilities,Furniture,569,Expense,INR,2017,August,TXN1353
20-08-2017,Cash,Transportation,Train,60,Expense,INR,2017,August,TXN1354
20-08-2017,Cash,Transportation,auto,30,Expense,INR,2017,August,TXN1355
20-08-2017,Cash,Discretionary,Laundry,48,Expense,INR,2017,August,TXN1356
20-08-2017,Credit Card,Miscellaneous,No notes available!,239,Expense,INR,2017,August,TXN1357
20-08-2017,Cash,Transportation,Taxi,25,Expense,INR,2017,August,TXN1358
21-08-2017,Saving Bank account 1,Education,Stationary,27,Expense,INR,2017,August,TXN1359
21-08-2017,Saving Bank account 1,Discretionary,Accessories,80,Expense,INR,2017,August,TXN1360
21-08-2017,Saving Bank account 1,Groceries,Grocery,33,Expense,INR,2017,August,TXN1361
21-08-2017,Saving Bank account 1,Discretionary,grooming,50,Expense,INR,2017,August,TXN1362
21-08-2017,Saving Bank account 1,Utilities,Appliances,280,Expense,INR,2017,August,TXN1363
22-08-2017,Cash,Healthcare,Pocket money,5000,Expense,INR,2017,August,TXN1364
22-08-2017,Cash,Utilities,Kitchen,300,Expense,INR,2017,August,TXN1365
23-08-2017,Cash,Groceries,Lunch,300,Expense,INR,2017,August,TXN1366
23-08-2017,Cash,Transportation,Taxi,850,Expense,INR,2017,August,TXN1367
24-08-2017,Credit Card,Discretionary,Clothing,5200,Expense,INR,2017,August,TXN1368
24-08-2017,Credit Card,Utilities,home decor,3000,Expense,INR,2017,August,TXN1369
24-08-2017,Credit Card,Groceries,Eating out,325,Expense,INR,2017,August,TXN1370
24-08-2017,Cash,Transportation,auto,40,Expense,INR,2017,August,TXN1371
25-08-2017,Cash,Healthcare,Medicine,39,Expense,INR,2017,August,TXN1372
26-08-2017,Saving Bank account 1,Fixed Deposit,No notes available!,61754,Income,INR,2017,August,TXN1373
26-08-2017,Cash,Groceries,breakfast,5,Expense,INR,2017,August,TXN1374
27-08-2017,Cash,Transportation,auto,200,Expense,INR,2017,August,TXN1375
27-08-2017,Cash,Healthcare,Medicine,59,Expense,INR,2017,August,TXN1376
27-08-2017,Cash,Discretionary,Trip,100,Expense,INR,2017,August,TXN1377
28-08-2017,Cash,Groceries,snacks,20,Expense,INR,2017,August,TXN1378
28-08-2017,Cash,Discretionary,Trip,200,Expense,INR,2017,August,TXN1379
29-08-2017,Cash,Transportation,Taxi,640,Expense,INR,2017,August,TXN1380
30-08-2017,Saving Bank account 1,Healthcare,Medicine,22,Expense,INR,2017,August,TXN1381
30-08-2017,Saving Bank account 1,Salary,No notes available!,61578,Income,INR,2017,August,TXN1382
31-08-2017,Saving Bank account 2,Miscellaneous,No notes available!,17.7,Expense,INR,2017,August,TXN1383
31-08-2017,Cash,Utilities,Toiletries,60,Expense,INR,2017,August,TXN1384
31-08-2017,Cash,Utilities,Kirana,10,Expense,INR,2017,August,TXN1385
31-08-2017,Saving Bank account 1,Groceries,Milk,99,Expense,INR,2017,August,TXN1386
31-08-2017,Cash,Utilities,Kirana,25,Expense,INR,2017,August,TXN1387
31-08-2017,Saving Bank account 1,Miscellaneous,No notes available!,5,Income,INR,2017,August,TXN1388
31-08-2017,Saving Bank account 1,Miscellaneous,No notes available!,14,Income,INR,2017,August,TXN1389
31-08-2017,Cash,Utilities,Kirana,5,Expense,INR,2017,August,TXN1390
01-09-2017,Saving Bank account 1,Groceries,Milk,66,Expense,INR,2017,September,TXN1391
01-09-2017,Cash,Utilities,No notes available!,820,Expense,INR,2017,September,TXN1392
01-09-2017,Saving Bank account 1,Miscellaneous,Home,10000,Expense,INR,2017,September,TXN1393
03-09-2017,Saving Bank account 1,Communication,Newspaper,170,Expense,INR,2017,September,TXN1394
03-09-2017,Saving Bank account 1,Miscellaneous,No notes available!,15,Expense,INR,2017,September,TXN1395
04-09-2017,Saving Bank account 1,Groceries,Ice cream,40,Expense,INR,2017,September,TXN1396
05-09-2017,Saving Bank account 1,Communication,Edtech Course,2700,Expense,INR,2017,September,TXN1397
05-09-2017,Cash,Education,Stationary,50,Expense,INR,2017,September,TXN1398
06-09-2017,Cash,Miscellaneous,No notes available!,20,Expense,INR,2017,September,TXN1399
06-09-2017,Cash,Healthcare,Pocket money,500,Expense,INR,2017,September,TXN1400
06-09-2017,Saving Bank account 1,Groceries,snacks,140,Expense,INR,2017,September,TXN1401
08-09-2017,Cash,Groceries,flour mill,196,Expense,INR,2017,September,TXN1402
08-09-2017,Saving Bank account 1,Transportation,Travels,1440,Expense,INR,2017,September,TXN1403
09-09-2017,Cash,Healthcare,Medicine,45,Expense,INR,2017,September,TXN1404
10-09-2017,Saving Bank account 1,Utilities,Kirana,514,Expense,INR,2017,September,TXN1405
11-09-2017,Cash,Transportation,auto,30,Expense,INR,2017,September,TXN1406
11-09-2017,Cash,Transportation,train,100,Expense,INR,2017,September,TXN1407
11-09-2017,Saving Bank account 1,Groceries,Grocery,285,Expense,INR,2017,September,TXN1408
11-09-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,September,TXN1409
11-09-2017,Saving Bank account 1,Healthcare,Pocket money,2500,Expense,INR,2017,September,TXN1410
11-09-2017,Saving Bank account 1,Transportation,Travels,2598,Expense,INR,2017,September,TXN1411
11-09-2017,Cash,Transportation,auto,60,Expense,INR,2017,September,TXN1412
11-09-2017,Saving Bank account 1,Groceries,snacks,93,Expense,INR,2017,September,TXN1413
12-09-2017,Saving Bank account 1,Miscellaneous,No notes available!,5,Income,INR,2017,September,TXN1414
12-09-2017,Saving Bank account 1,Groceries,Milk,66,Expense,INR,2017,September,TXN1415
13-09-2017,Saving Bank account 1,Groceries,Dinner,110,Expense,INR,2017,September,TXN1416
14-09-2017,Saving Bank account 1,Communication,Tata Sky,100,Expense,INR,2017,September,TXN1417
14-09-2017,Credit Card,Groceries,Lunch,282,Expense,INR,2017,September,TXN1418
15-09-2017,Cash,Groceries,Dinner,60,Expense,INR,2017,September,TXN1419
15-09-2017,Saving Bank account 1,Groceries,Lunch,130,Expense,INR,2017,September,TXN1420
15-09-2017,Saving Bank account 1,Healthcare,Medicine,373,Expense,INR,2017,September,TXN1421
15-09-2017,Cash,Groceries,fruits,55,Expense,INR,2017,September,TXN1422
15-09-2017,Saving Bank account 1,Transportation,Travels,1400,Expense,INR,2017,September,TXN1423
15-09-2017,Saving Bank account 1,Groceries,Tea,24,Expense,INR,2017,September,TXN1424
15-09-2017,Saving Bank account 1,Groceries,breakfast,50,Expense,INR,2017,September,TXN1425
15-09-2017,Saving Bank account 1,Groceries,Milk,66,Expense,INR,2017,September,TXN1426
15-09-2017,Saving Bank account 1,Healthcare,Hospital,150,Expense,INR,2017,September,TXN1427
17-09-2017,Saving Bank account 1,Groceries,Milk,99,Expense,INR,2017,September,TXN1428
17-09-2017,Saving Bank account 1,Groceries,Bread,35,Expense,INR,2017,September,TXN1429
17-09-2017,Credit Card,Utilities,Kirana,558,Expense,INR,2017,September,TXN1430
17-09-2017,Saving Bank account 1,Healthcare,Medicine,151,Expense,INR,2017,September,TXN1431
17-09-2017,Saving Bank account 1,Utilities,Kirana,114,Expense,INR,2017,September,TXN1432
18-09-2017,Saving Bank account 1,Healthcare,Medicine,55,Expense,INR,2017,September,TXN1433
18-09-2017,Cash,Groceries,fruits,55,Expense,INR,2017,September,TXN1434
18-09-2017,Cash,Groceries,fruits,60,Expense,INR,2017,September,TXN1435
20-09-2017,Saving Bank account 1,Healthcare,Health,20,Expense,INR,2017,September,TXN1436
20-09-2017,Cash,Healthcare,Pocket money,20,Expense,INR,2017,September,TXN1437
20-09-2017,Saving Bank account 1,Miscellaneous,No notes available!,100,Expense,INR,2017,September,TXN1438
21-09-2017,Cash,Healthcare,Pocket money,70,Expense,INR,2017,September,TXN1439
21-09-2017,Cash,Transportation,Train,30,Expense,INR,2017,September,TXN1440
21-09-2017,Cash,Groceries,Tea,10,Expense,INR,2017,September,TXN1441
21-09-2017,Cash,Groceries,snacks,15,Expense,INR,2017,September,TXN1442
21-09-2017,Cash,Transportation,auto,15,Expense,INR,2017,September,TXN1443
21-09-2017,Cash,Miscellaneous,No notes available!,10,Expense,INR,2017,September,TXN1444
23-09-2017,Saving Bank account 1,Groceries,Dinner,100,Expense,INR,2017,September,TXN1445
24-09-2017,Cash,Transportation,auto,30,Expense,INR,2017,September,TXN1446
24-09-2017,Saving Bank account 1,Discretionary,grooming,100,Expense,INR,2017,September,TXN1447
24-09-2017,Cash,Groceries,Sweets,280,Expense,INR,2017,September,TXN1448
24-09-2017,Credit Card,Discretionary,Movie,560,Expense,INR,2017,September,TXN1449
24-09-2017,Cash,Transportation,Train,10,Expense,INR,2017,September,TXN1450
